"CubeId";"zimoma"
"PublishingDate";"2023-11-01 14:30"

"Date";"D0";"Value"
"2016-04";"3M0";"-0.7294"
"2016-04";"SOFR";
"2016-04";"3M1";"0.6366"
"2016-04";"TONA";"-0.056"
"2016-04";"3M2";"-0.02257"
"2016-04";"SONIA";"0.4584"
"2016-04";"3M3";"0.59056"
"2016-04";"ESTR";
"2016-04";"EURIBOR";"-0.251"
"2016-05";"SARON";"-0.729792"
"2016-05";"1TGT";"-1.25"
"2016-05";"EG3M";"-0.951"
"2016-05";"3M0";"-0.7352"
"2016-05";"SOFR";
"2016-05";"3M1";"0.6858"
"2016-05";"TONA";"-0.054"
"2016-05";"3M2";"-0.02243"
"2016-05";"SONIA";"0.4542"
"2016-05";"3M3";"0.58819"
"2016-05";"ESTR";
"2016-05";"EURIBOR";"-0.261"
"2016-06";"SARON";"-0.765593"
"2016-06";"1TGT";"-1.75"
"2016-06";"EG3M";"-1.101"
"2016-06";"3M0";"-0.7798"
"2016-06";"SOFR";
"2016-06";"3M1";"0.6541"
"2016-06";"TONA";"-0.064"
"2016-06";"3M2";"-0.02243"
"2016-06";"SONIA";"0.4416"
"2016-06";"3M3";"0.55838"
"2016-06";"ESTR";
"2016-06";"EURIBOR";"-0.286"
"2016-07";"SARON";"-0.745432"
"2016-07";"1TGT";"-1"
"2016-07";"EG3M";"-1.101"
"2016-07";"3M0";"-0.7476"
"2016-07";"SOFR";
"2016-07";"3M1";"0.7591"
"2016-07";"TONA";"-0.046"
"2016-07";"3M2";"-0.00771"
"2016-07";"SONIA";"0.4534"
"2016-07";"3M3";"0.49388"
"2016-07";"ESTR";
"2016-07";"EURIBOR";"-0.297"
"2016-08";"SARON";"-0.731087"
"2016-08";"1TGT";"-3.65"
"2016-08";"EG3M";"-1.12"
"2016-08";"3M0";"-0.7364"
"2016-08";"SOFR";
"2016-08";"3M1";"0.83933"
"2016-08";"TONA";"-0.048"
"2016-08";"3M2";"-0.02829"
"2016-08";"SONIA";"0.2018"
"2016-08";"3M3";"0.3875"
"2016-08";"ESTR";
"2016-08";"EURIBOR";"-0.299"
"2016-09";"SARON";"-0.744965"
"2016-09";"1TGT";"-0.95"
"2016-09";"EG3M";"-1.05"
"2016-09";"3M0";"-0.75"
"2016-09";"SOFR";
"2016-09";"3M1";"0.85367"
"2016-09";"TONA";"-0.06"
"2016-09";"3M2";"-0.02593"
"2016-09";"SONIA";"0.1624"
"2016-09";"3M3";"0.38275"
"2016-09";"ESTR";
"2016-09";"EURIBOR";"-0.301"
"2016-10";"SARON";"-0.729412"
"2016-10";"1TGT";"-0.85"
"2016-10";"EG3M";"-1.116"
"2016-10";"3M0";"-0.73"
"2016-10";"SOFR";
"2016-10";"3M1";"0.88428"
"2016-10";"TONA";"-0.047"
"2016-10";"3M2";"-0.02586"
"2016-10";"SONIA";"0.1999"
"2016-10";"3M3";"0.40375"
"2016-10";"ESTR";
"2016-10";"EURIBOR";"-0.313"
"2016-11";"SARON";"-0.728146"
"2016-11";"1TGT";"-0.9"
"2016-11";"EG3M";"-1.05"
"2016-11";"3M0";"-0.749"
"2016-11";"SOFR";
"2016-11";"3M1";"0.93417"
"2016-11";"TONA";"-0.054"
"2016-11";"3M2";"-0.06743"
"2016-11";"SONIA";"0.2024"
"2016-11";"3M3";"0.38463"
"2016-11";"ESTR";
"2016-11";"EURIBOR";"-0.314"
"2016-12";"SARON";"-0.731921"
"2016-12";"1TGT";"-0.9"
"2016-12";"EG3M";"-0.912"
"2016-12";"3M0";"-0.7292"
"2016-12";"SOFR";
"2016-12";"3M1";"0.99789"
"2016-12";"TONA";"-0.058"
"2016-12";"3M2";"-0.04657"
"2016-12";"SONIA";"0.1618"
"2016-12";"3M3";"0.36663"
"2016-12";"ESTR";
"2016-12";"EURIBOR";"-0.319"
"2017-01";"SARON";"-0.732656"
"2017-01";"1TGT";"-0.9"
"2017-01";"EG3M";"-0.88"
"2017-01";"3M0";"-0.7286"
"2017-01";"SOFR";
"2017-01";"3M1";"1.03456"
"2017-01";"TONA";"-0.058"
"2017-01";"3M2";"-0.00957"
"2017-01";"SONIA";"0.2078"
"2017-01";"3M3";"0.35588"
"2017-01";"ESTR";
"2017-01";"EURIBOR";"-0.327"
"2017-02";"SARON";"-0.72986"
"2017-02";"1TGT";"-0.95"
"2017-02";"EG3M";"-0.892"
"2017-02";"3M0";"-0.7262"
"2017-02";"SOFR";
"2017-02";"3M1";"1.064"
"2017-02";"TONA";"-0.048"
"2017-02";"3M2";"-0.01043"
"2017-02";"SONIA";"0.203"
"2017-02";"3M3";"0.3565"
"2017-02";"ESTR";
"2017-02";"EURIBOR";"-0.33"
"2017-03";"SARON";"-0.737014"
"2017-03";"1TGT";"-0.95"
"2017-03";"EG3M";"-0.912"
"2017-03";"3M0";"-0.7296"
"2017-03";"SOFR";
"2017-03";"3M1";"1.14956"
"2017-03";"TONA";"-0.06"
"2017-03";"3M2";"0.02593"
"2017-03";"SONIA";"0.174"
"2017-03";"3M3";"0.33744"
"2017-03";"ESTR";
"2017-03";"EURIBOR";"-0.329"
"2017-04";"SARON";"-0.738899"
"2017-04";"1TGT";"-0.9"
"2017-04";"EG3M";"-0.943"
"2017-04";"3M0";"-0.73"
"2017-04";"SOFR";
"2017-04";"3M1";"1.17233"
"2017-04";"TONA";"-0.074"
"2017-04";"3M2";"0.00243"
"2017-04";"SONIA";"0.2108"
"2017-04";"3M3";"0.32525"
"2017-04";"ESTR";
"2017-04";"EURIBOR";"-0.329"
"2017-05";"SARON";"-0.734836"
"2017-05";"1TGT";"-0.95"
"2017-05";"EG3M";"-0.9"
"2017-05";"3M0";"-0.7296"
"2017-05";"SOFR";
"2017-05";"3M1";"1.21"
"2017-05";"TONA";"-0.065"
"2017-05";"3M2";"-0.01579"
"2017-05";"SONIA";"0.2087"
"2017-05";"3M3";"0.29381"
"2017-05";"ESTR";
"2017-05";"EURIBOR";"-0.329"
"2017-06";"SARON";"-0.734155"
"2017-06";"1TGT";"-1.18"
"2017-06";"EG3M";"-0.939"
"2017-06";"3M0";"-0.73"
"2017-06";"SOFR";
"2017-06";"3M1";"1.29917"
"2017-06";"TONA";"-0.069"
"2017-06";"3M2";"-0.00014"
"2017-06";"SONIA";"0.194"
"2017-06";"3M3";"0.30669"
"2017-06";"ESTR";
"2017-06";"EURIBOR";"-0.331"
"2017-07";"SARON";"-0.732636"
"2017-07";"1TGT";"-0.9"
"2017-07";"EG3M";"-0.9"
"2017-07";"3M0";"-0.7256"
"2017-07";"SOFR";
"2017-07";"3M1";"1.31056"
"2017-07";"TONA";"-0.064"
"2017-07";"3M2";"-0.01579"
"2017-07";"SONIA";"0.2034"
"2017-07";"3M3";"0.28613"
"2017-07";"ESTR";
"2017-07";"EURIBOR";"-0.33"
"2017-08";"SARON";"-0.732305"
"2017-08";"1TGT";"-1.15"
"2017-08";"EG3M";"-0.916"
"2017-08";"3M0";"-0.7262"
"2017-08";"SOFR";
"2017-08";"3M1";"1.31778"
"2017-08";"TONA";"-0.066"
"2017-08";"3M2";"-0.02814"
"2017-08";"SONIA";"0.2109"
"2017-08";"3M3";"0.27744"
"2017-08";"ESTR";
"2017-08";"EURIBOR";"-0.329"
"2017-09";"SARON";"-0.742996"
"2017-09";"1TGT";"-0.9"
"2017-09";"EG3M";"-0.92"
"2017-09";"3M0";"-0.726"
"2017-09";"SOFR";
"2017-09";"3M1";"1.33389"
"2017-09";"TONA";"-0.063"
"2017-09";"3M2";"-0.05121"
"2017-09";"SONIA";"0.1991"
"2017-09";"3M3";"0.335"
"2017-09";"ESTR";
"2017-09";"EURIBOR";"-0.329"
"2017-10";"SARON";"-0.737404"
"2017-10";"1TGT";"-0.97"
"2017-10";"EG3M";"-0.967"
"2017-10";"3M0";"-0.7268"
"2017-10";"SOFR";
"2017-10";"3M1";"1.38122"
"2017-10";"TONA";"-0.046"
"2017-10";"3M2";"-0.04407"
"2017-10";"SONIA";"0.2096"
"2017-10";"3M3";"0.4396"
"2017-10";"ESTR";
"2017-10";"EURIBOR";"-0.331"
"2017-11";"SARON";"-0.736376"
"2017-11";"1TGT";"-1"
"2017-11";"EG3M";"-1.01"
"2017-11";"3M0";"-0.752"
"2017-11";"SOFR";
"2017-11";"3M1";"1.48738"
"2017-11";"TONA";"-0.055"
"2017-11";"3M2";"-0.016"
"2017-11";"SONIA";"0.4623"
"2017-11";"3M3";"0.52138"
"2017-11";"ESTR";
"2017-11";"EURIBOR";"-0.329"
"2017-12";"SARON";"-0.746149"
"2017-12";"1TGT";"-1"
"2017-12";"EG3M";"-1.05"
"2017-12";"3M0";"-0.7462"
"2017-12";"SOFR";
"2017-12";"3M1";"1.69428"
"2017-12";"TONA";"-0.062"
"2017-12";"3M2";"-0.02417"
"2017-12";"SONIA";"0.4123"
"2017-12";"3M3";"0.52106"
"2017-12";"ESTR";
"2017-12";"EURIBOR";"-0.329"
"2018-01";"SARON";"-0.740278"
"2018-01";"1TGT";"-1"
"2018-01";"EG3M";"-0.884"
"2018-01";"3M0";"-0.745"
"2018-01";"SOFR";
"2018-01";"3M1";"1.77777"
"2018-01";"TONA";"-0.05"
"2018-01";"3M2";"-0.04067"
"2018-01";"SONIA";"0.4668"
"2018-01";"3M3";"0.52231"
"2018-01";"ESTR";
"2018-01";"EURIBOR";"-0.328"
"2018-02";"SARON";"-0.759249"
"2018-02";"1TGT";"-0.95"
"2018-02";"EG3M";"-0.892"
"2018-02";"3M0";"-0.7446"
"2018-02";"SOFR";
"2018-02";"3M1";"2.01719"
"2018-02";"TONA";"-0.053"
"2018-02";"3M2";"-0.06017"
"2018-02";"SONIA";"0.4612"
"2018-02";"3M3";"0.58163"
"2018-02";"ESTR";
"2018-02";"EURIBOR";"-0.327"
"2018-03";"SARON";"-0.73834"
"2018-03";"1TGT";"-1"
"2018-03";"EG3M";"-0.92"
"2018-03";"3M0";"-0.7354"
"2018-03";"SOFR";
"2018-03";"3M1";"2.31175"
"2018-03";"TONA";"-0.068"
"2018-03";"3M2";"-0.03133"
"2018-03";"SONIA";"0.4435"
"2018-03";"3M3";"0.7118"
"2018-03";"ESTR";
"2018-03";"EURIBOR";"-0.328"
"2018-04";"SARON";"-0.729806"
"2018-04";"1TGT";"-0.98"
"2018-04";"EG3M";"-0.849"
"2018-04";"3M0";"-0.7282"
"2018-04";"SOFR";"1.77"
"2018-04";"3M1";"2.36294"
"2018-04";"TONA";"-0.067"
"2018-04";"3M2";"-0.03033"
"2018-04";"SONIA";"0.4507"
"2018-04";"3M3";"0.71034"
"2018-04";"ESTR";
"2018-04";"EURIBOR";"-0.329"
"2018-05";"SARON";"-0.728226"
"2018-05";"1TGT";"-0.95"
"2018-05";"EG3M";"-0.853"
"2018-05";"3M0";"-0.7348"
"2018-05";"SOFR";"1.81"
"2018-05";"3M1";"2.32125"
"2018-05";"TONA";"-0.065"
"2018-05";"3M2";"-0.01817"
"2018-05";"SONIA";"0.4503"
"2018-05";"3M3";"0.61149"
"2018-05";"ESTR";
"2018-05";"EURIBOR";"-0.321"
"2018-06";"SARON";"-0.730086"
"2018-06";"1TGT";"-0.9"
"2018-06";"EG3M";"-0.864"
"2018-06";"3M0";"-0.7316"
"2018-06";"SOFR";"2.12"
"2018-06";"3M1";"2.33575"
"2018-06";"TONA";"-0.069"
"2018-06";"3M2";"-0.045"
"2018-06";"SONIA";"0.4399"
"2018-06";"3M3";"0.67413"
"2018-06";"ESTR";
"2018-06";"EURIBOR";"-0.321"
"2018-07";"SARON";"-0.730823"
"2018-07";"1TGT";"-0.95"
"2018-07";"EG3M";"-0.854"
"2018-07";"3M0";"-0.7278"
"2018-07";"SOFR";"1.93"
"2018-07";"3M1";"2.34856"
"2018-07";"TONA";"-0.065"
"2018-07";"3M2";"-0.032"
"2018-07";"SONIA";"0.4503"
"2018-07";"3M3";"0.79825"
"2018-07";"ESTR";
"2018-07";"EURIBOR";"-0.319"
"2018-08";"SARON";"-0.731997"
"2018-08";"1TGT";"-0.9"
"2018-08";"EG3M";"-0.849"
"2018-08";"3M0";"-0.7284"
"2018-08";"SOFR";"1.97"
"2018-08";"3M1";"2.32075"
"2018-08";"TONA";"-0.055"
"2018-08";"3M2";"-0.03233"
"2018-08";"SONIA";"0.7042"
"2018-08";"3M3";"0.8005"
"2018-08";"ESTR";
"2018-08";"EURIBOR";"-0.319"
"2018-09";"SARON";"-0.785767"
"2018-09";"1TGT";"-0.9"
"2018-09";"EG3M";"-0.841"
"2018-09";"3M0";"-0.7358"
"2018-09";"SOFR";"2.25"
"2018-09";"3M1";"2.39838"
"2018-09";"TONA";"-0.064"
"2018-09";"3M2";"-0.05483"
"2018-09";"SONIA";"0.6964"
"2018-09";"3M3";"0.80025"
"2018-09";"ESTR";
"2018-09";"EURIBOR";"-0.318"
"2018-10";"SARON";"-0.73731"
"2018-10";"1TGT";"-0.9"
"2018-10";"EG3M";"-0.951"
"2018-10";"3M0";"-0.7454"
"2018-10";"SOFR";"2.22"
"2018-10";"3M1";"2.5585"
"2018-10";"TONA";"-0.068"
"2018-10";"3M2";"-0.08633"
"2018-10";"SONIA";"0.7002"
"2018-10";"3M3";"0.81675"
"2018-10";"ESTR";
"2018-10";"EURIBOR";"-0.318"
"2018-11";"SARON";"-0.732697"
"2018-11";"1TGT";"-0.9"
"2018-11";"EG3M";"-0.987"
"2018-11";"3M0";"-0.7382"
"2018-11";"SOFR";"2.28"
"2018-11";"3M1";"2.73613"
"2018-11";"TONA";"-0.062"
"2018-11";"3M2";"-0.1155"
"2018-11";"SONIA";"0.7002"
"2018-11";"3M3";"0.89338"
"2018-11";"ESTR";
"2018-11";"EURIBOR";"-0.316"
"2018-12";"SARON";"-0.730971"
"2018-12";"1TGT";"-0.95"
"2018-12";"EG3M";"-0.979"
"2018-12";"3M0";"-0.7134"
"2018-12";"SOFR";"3"
"2018-12";"3M1";"2.80763"
"2018-12";"TONA";"-0.055"
"2018-12";"3M2";"-0.07267"
"2018-12";"SONIA";"0.6998"
"2018-12";"3M3";"0.91244"
"2018-12";"ESTR";
"2018-12";"EURIBOR";"-0.309"
"2019-01";"SARON";"-0.731819"
"2019-01";"1TGT";"-0.9"
"2019-01";"EG3M";"-0.766"
"2019-01";"3M0";"-0.713"
"2019-01";"SOFR";"2.58"
"2019-01";"3M1";"2.7375"
"2019-01";"TONA";"-0.06"
"2019-01";"3M2";"-0.08867"
"2019-01";"SONIA";"0.7034"
"2019-01";"3M3";"0.912"
"2019-01";"ESTR";
"2019-01";"EURIBOR";"-0.308"
"2019-02";"SARON";"-0.738785"
"2019-02";"1TGT";"-0.97"
"2019-02";"EG3M";"-0.781"
"2019-02";"3M0";"-0.7156"
"2019-02";"SOFR";"2.58"
"2019-02";"3M1";"2.61513"
"2019-02";"TONA";"-0.054"
"2019-02";"3M2";"-0.07833"
"2019-02";"SONIA";"0.705"
"2019-02";"3M3";"0.852"
"2019-02";"ESTR";
"2019-02";"EURIBOR";"-0.309"
"2019-03";"SARON";"-0.737656"
"2019-03";"1TGT";"-1.51"
"2019-03";"EG3M";"-0.778"
"2019-03";"3M0";"-0.7122"
"2019-03";"SOFR";"2.65"
"2019-03";"3M1";"2.59975"
"2019-03";"TONA";"-0.06"
"2019-03";"3M2";"-0.064"
"2019-03";"SONIA";"0.7036"
"2019-03";"3M3";"0.84838"
"2019-03";"ESTR";
"2019-03";"EURIBOR";"-0.311"
"2019-04";"SARON";"-0.73173"
"2019-04";"1TGT";"-0.85"
"2019-04";"EG3M";"-0.801"
"2019-04";"3M0";"-0.7138"
"2019-04";"SOFR";"2.76"
"2019-04";"3M1";"2.57563"
"2019-04";"TONA";"-0.073"
"2019-04";"3M2";"-0.065"
"2019-04";"SONIA";"0.7109"
"2019-04";"3M3";"0.81688"
"2019-04";"ESTR";
"2019-04";"EURIBOR";"-0.31"
"2019-05";"SARON";"-0.73687"
"2019-05";"1TGT";"-0.9"
"2019-05";"EG3M";"-0.806"
"2019-05";"3M0";"-0.713"
"2019-05";"SOFR";"2.49"
"2019-05";"3M1";"2.5025"
"2019-05";"TONA";"-0.059"
"2019-05";"3M2";"-0.06067"
"2019-05";"SONIA";"0.7078"
"2019-05";"3M3";"0.79588"
"2019-05";"ESTR";
"2019-05";"EURIBOR";"-0.322"
"2019-06";"SARON";"-0.74023"
"2019-06";"1TGT";"-0.95"
"2019-06";"EG3M";"-0.801"
"2019-06";"3M0";"-0.7256"
"2019-06";"SOFR";"2.5"
"2019-06";"3M1";"2.31988"
"2019-06";"TONA";"-0.076"
"2019-06";"3M2";"-0.0655"
"2019-06";"SONIA";"0.706"
"2019-06";"3M3";"0.77375"
"2019-06";"ESTR";
"2019-06";"EURIBOR";"-0.345"
"2019-07";"SARON";"-0.74512"
"2019-07";"1TGT";"-0.7"
"2019-07";"EG3M";"-0.918"
"2019-07";"3M0";"-0.768"
"2019-07";"SOFR";"2.55"
"2019-07";"3M1";"2.26563"
"2019-07";"TONA";"-0.071"
"2019-07";"3M2";"-0.07333"
"2019-07";"SONIA";"0.7081"
"2019-07";"3M3";"0.77263"
"2019-07";"ESTR";
"2019-07";"EURIBOR";"-0.375"
"2019-08";"SARON";"-0.74726"
"2019-08";"1TGT";"-1.05"
"2019-08";"EG3M";"-0.951"
"2019-08";"3M0";"-0.8554"
"2019-08";"SOFR";"2.16"
"2019-08";"3M1";"2.13763"
"2019-08";"TONA";"-0.061"
"2019-08";"3M2";"-0.092"
"2019-08";"SONIA";"0.7103"
"2019-08";"3M3";"0.75925"
"2019-08";"ESTR";
"2019-08";"EURIBOR";"-0.433"
"2019-09";"SARON";"-0.74627"
"2019-09";"1TGT";"-1"
"2019-09";"EG3M";"-0.801"
"2019-09";"3M0";"-0.7632"
"2019-09";"SOFR";"2.35"
"2019-09";"3M1";"2.08513"
"2019-09";"TONA";"-0.064"
"2019-09";"3M2";"-0.09917"
"2019-09";"SONIA";"0.7101"
"2019-09";"3M3";"0.758"
"2019-09";"ESTR";
"2019-09";"EURIBOR";"-0.418"
"2019-10";"SARON";"-0.73297"
"2019-10";"1TGT";"-0.91"
"2019-10";"EG3M";"-0.924"
"2019-10";"3M0";"-0.7594"
"2019-10";"SOFR";"1.76"
"2019-10";"3M1";"1.90225"
"2019-10";"TONA";"-0.03"
"2019-10";"3M2";"-0.115"
"2019-10";"SONIA";"0.7106"
"2019-10";"3M3";"0.80925"
"2019-10";"ESTR";"-0.543"
"2019-10";"EURIBOR";"-0.394"
"2019-11";"SARON";"-0.7065"
"2019-11";"1TGT";"-0.83"
"2019-11";"EG3M";"-0.829"
"2019-11";"3M0";"-0.7228"
"2019-11";"SOFR";"1.65"
"2019-11";"3M1";"1.9055"
"2019-11";"TONA";"-0.034"
"2019-11";"3M2";"-0.0835"
"2019-11";"SONIA";"0.7123"
"2019-11";"3M3";"0.79313"
"2019-11";"ESTR";"-0.532"
"2019-11";"EURIBOR";"-0.401"
"2019-12";"SARON";"-0.65925"
"2019-12";"1TGT";"-1"
"2019-12";"EG3M";"-0.751"
"2019-12";"3M0";"-0.6884"
"2019-12";"SOFR";"1.55"
"2019-12";"3M1";"1.90838"
"2019-12";"TONA";"-0.068"
"2019-12";"3M2";"-0.04733"
"2019-12";"SONIA";"0.7098"
"2019-12";"3M3";"0.79163"
"2019-12";"ESTR";"-0.531"
"2019-12";"EURIBOR";"-0.383"
"2020-01";"SARON";"-0.70191"
"2020-01";"1TGT";"-0.85"
"2020-01";"EG3M";"-0.762"
"2020-01";"3M0";"-0.69"
"2020-01";"SOFR";"1.6"
"2020-01";"3M1";"1.75113"
"2020-01";"TONA";"-0.039"
"2020-01";"3M2";"-0.05667"
"2020-01";"SONIA";"0.7117"
"2020-01";"3M3";"0.76475"
"2020-01";"ESTR";"-0.539"
"2020-01";"EURIBOR";"-0.393"
"2020-02";"SARON";"-0.70741"
"2020-02";"1TGT";"-0.8"
"2020-02";"EG3M";"-0.762"
"2020-02";"3M0";"-0.7352"
"2020-02";"SOFR";"1.6"
"2020-02";"3M1";"1.46275"
"2020-02";"TONA";"-0.025"
"2020-02";"3M2";"-0.076"
"2020-02";"SONIA";"0.7098"
"2020-02";"3M3";"0.67275"
"2020-02";"ESTR";"-0.54"
"2020-02";"EURIBOR";"-0.424"
"2020-03";"SARON";"-0.66619"
"2020-03";"1TGT";"-1.25"
"2020-03";"EG3M";"-0.75"
"2020-03";"3M0";"-0.6554"
"2020-03";"SOFR";"0.01"
"2020-03";"3M1";"1.4505"
"2020-03";"TONA";"-0.07"
"2020-03";"3M2";"-0.04883"
"2020-03";"SONIA";"0.0729"
"2020-03";"3M3";"0.5955"
"2020-03";"ESTR";"-0.522"
"2020-03";"EURIBOR";"-0.363"
"2020-04";"SARON";"-0.65946"
"2020-04";"1TGT";"-0.85"
"2020-04";"EG3M";"-0.719"
"2020-04";"3M0";"-0.5832"
"2020-04";"SOFR";"0.04"
"2020-04";"3M1";"0.55613"
"2020-04";"TONA";"-0.06"
"2020-04";"3M2";"-0.003"
"2020-04";"SONIA";"0.0666"
"2020-04";"3M3";"0.59425"
"2020-04";"ESTR";"-0.531"
"2020-04";"EURIBOR";"-0.273"
"2020-05";"SARON";"-0.65962"
"2020-05";"1TGT";"-0.85"
"2020-05";"EG3M";"-0.734"
"2020-05";"3M0";"-0.651"
"2020-05";"SOFR";"0.06"
"2020-05";"3M1";"0.344"
"2020-05";"TONA";"-0.073"
"2020-05";"3M2";"-0.04083"
"2020-05";"SONIA";"0.0679"
"2020-05";"3M3";"0.22775"
"2020-05";"ESTR";"-0.54"
"2020-05";"EURIBOR";"-0.307"
"2020-06";"SARON";"-0.66239"
"2020-06";"1TGT";"-0.9"
"2020-06";"EG3M";"-0.734"
"2020-06";"3M0";"-0.676"
"2020-06";"SOFR";"0.1"
"2020-06";"3M1";"0.302"
"2020-06";"TONA";"-0.068"
"2020-06";"3M2";"-0.04717"
"2020-06";"SONIA";"0.0603"
"2020-06";"3M3";"0.14088"
"2020-06";"ESTR";"-0.555"
"2020-06";"EURIBOR";"-0.422"
"2020-07";"SARON";"-0.7037"
"2020-07";"1TGT";"-0.85"
"2020-07";"EG3M";"-0.738"
"2020-07";"3M0";"-0.7048"
"2020-07";"SOFR";"0.1"
"2020-07";"3M1";"0.24875"
"2020-07";"TONA";"-0.021"
"2020-07";"3M2";"-0.05517"
"2020-07";"SONIA";"0.0603"
"2020-07";"3M3";"0.08438"
"2020-07";"ESTR";"-0.55"
"2020-07";"EURIBOR";"-0.463"
"2020-08";"SARON";"-0.70568"
"2020-08";"1TGT";"-0.83"
"2020-08";"EG3M";"-0.746"
"2020-08";"3M0";"-0.7204"
"2020-08";"SOFR";"0.09"
"2020-08";"3M1";"0.24088"
"2020-08";"TONA";"-0.057"
"2020-08";"3M2";"-0.05783"
"2020-08";"SONIA";"0.0545"
"2020-08";"3M3";"0.064"
"2020-08";"ESTR";"-0.557"
"2020-08";"EURIBOR";"-0.477"
"2020-09";"SARON";"-0.71371"
"2020-09";"1TGT";"-0.85"
"2020-09";"EG3M";"-0.746"
"2020-09";"3M0";"-0.7806"
"2020-09";"SOFR";"0.08"
"2020-09";"3M1";"0.23388"
"2020-09";"TONA";"-0.061"
"2020-09";"3M2";"-0.10383"
"2020-09";"SONIA";"0.0509"
"2020-09";"3M3";"0.06088"
"2020-09";"ESTR";"-0.57"
"2020-09";"EURIBOR";"-0.498"
"2020-10";"SARON";"-0.71804"
"2020-10";"1TGT";"-0.83"
"2020-10";"EG3M";"-0.79"
"2020-10";"3M0";"-0.7666"
"2020-10";"SOFR";"0.09"
"2020-10";"3M1";"0.21575"
"2020-10";"TONA";"-0.029"
"2020-10";"3M2";"-0.10267"
"2020-10";"SONIA";"0.0547"
"2020-10";"3M3";"0.0445"
"2020-10";"ESTR";"-0.557"
"2020-10";"EURIBOR";"-0.523"
"2020-11";"SARON";"-0.72109"
"2020-11";"1TGT";"-0.83"
"2020-11";"EG3M";"-0.805"
"2020-11";"3M0";"-0.784"
"2020-11";"SOFR";"0.09"
"2020-11";"3M1";"0.22763"
"2020-11";"TONA";"-0.032"
"2020-11";"3M2";"-0.117"
"2020-11";"SONIA";"0.054"
"2020-11";"3M3";"0.04463"
"2020-11";"ESTR";"-0.56"
"2020-11";"EURIBOR";"-0.526"
"2020-12";"SARON";"-0.726264"
"2020-12";"1TGT";"-0.85"
"2020-12";"EG3M";"-0.782"
"2020-12";"3M0";"-0.7638"
"2020-12";"SOFR";"0.07"
"2020-12";"3M1";"0.23838"
"2020-12";"TONA";"-0.033"
"2020-12";"3M2";"-0.0825"
"2020-12";"SONIA";"0.0394"
"2020-12";"3M3";"0.0255"
"2020-12";"ESTR";"-0.583"
"2020-12";"EURIBOR";"-0.545"
"2021-01";"SARON";"-0.725018"
"2021-01";"1TGT";"-0.85"
"2021-01";"EG3M";"-0.774"
"2021-01";"3M0";"-0.7614"
"2021-01";"SOFR";"0.06"
"2021-01";"3M1";"0.20188"
"2021-01";"TONA";"-0.012"
"2021-01";"3M2";"-0.0945"
"2021-01";"SONIA";"0.0529"
"2021-01";"3M3";"0.03938"
"2021-01";"ESTR";"-0.564"
"2021-01";"EURIBOR";"-0.548"
"2021-02";"SARON";"-0.725267"
"2021-02";"1TGT";"-0.85"
"2021-02";"EG3M";"-0.758"
"2021-02";"3M0";"-0.7456"
"2021-02";"SOFR";"0.01"
"2021-02";"3M1";"0.18838"
"2021-02";"TONA";"-0.022"
"2021-02";"3M2";"-0.082"
"2021-02";"SONIA";"0.0512"
"2021-02";"3M3";"0.066"
"2021-02";"ESTR";"-0.566"
"2021-02";"EURIBOR";"-0.53"
"2021-03";"SARON";"-0.72334"
"2021-03";"1TGT";"-0.83"
"2021-03";"EG3M";"-0.766"
"2021-03";"3M0";"-0.754"
"2021-03";"SOFR";"0.01"
"2021-03";"3M1";"0.19425"
"2021-03";"TONA";"-0.044"
"2021-03";"3M2";"-0.07017"
"2021-03";"SONIA";"0.0466"
"2021-03";"3M3";"0.08788"
"2021-03";"ESTR";"-0.574"
"2021-03";"EURIBOR";"-0.538"
"2021-04";"SARON";"-0.725071"
"2021-04";"1TGT";"-0.85"
"2021-04";"EG3M";"-0.778"
"2021-04";"3M0";"-0.7458"
"2021-04";"SOFR";"0.01"
"2021-04";"3M1";"0.17638"
"2021-04";"TONA";"-0.017"
"2021-04";"3M2";"-0.08583"
"2021-04";"SONIA";"0.0509"
"2021-04";"3M3";"0.08388"
"2021-04";"ESTR";"-0.569"
"2021-04";"EURIBOR";"-0.535"
"2021-05";"SARON";"-0.725578"
"2021-05";"1TGT";"-0.85"
"2021-05";"EG3M";"-0.774"
"2021-05";"3M0";"-0.7436"
"2021-05";"SOFR";"0.01"
"2021-05";"3M1";"0.13138"
"2021-05";"TONA";"-0.034"
"2021-05";"3M2";"-0.09183"
"2021-05";"SONIA";"0.0516"
"2021-05";"3M3";"0.08125"
"2021-05";"ESTR";"-0.571"
"2021-05";"EURIBOR";"-0.544"
"2021-06";"SARON";"-0.722566"
"2021-06";"1TGT";"-0.9"
"2021-06";"EG3M";"-0.77"
"2021-06";"3M0";"-0.7536"
"2021-06";"SOFR";"0.05"
"2021-06";"3M1";"0.14575"
"2021-06";"TONA";"-0.05"
"2021-06";"3M2";"-0.0775"
"2021-06";"SONIA";"0.0466"
"2021-06";"3M3";"0.07788"
"2021-06";"ESTR";"-0.581"
"2021-06";"EURIBOR";"-0.542"
"2021-07";"SARON";"-0.721564"
"2021-07";"1TGT";"-0.85"
"2021-07";"EG3M";"-0.782"
"2021-07";"3M0";"-0.7594"
"2021-07";"SOFR";"0.05"
"2021-07";"3M1";"0.11775"
"2021-07";"TONA";"-0.044"
"2021-07";"3M2";"-0.103"
"2021-07";"SONIA";"0.0506"
"2021-07";"3M3";"0.074"
"2021-07";"ESTR";"-0.571"
