"CubeId";"amarbma"
"PublishingDate";"2023-10-23 09:00"

"Date";"D0";"Value"
"2010-05";"T1";"3.49473814"
"2010-06";"T1";"3.34203968"
"2010-07";"T1";"3.29246647"
"2010-08";"T1";"3.30516628"
"2010-09";"T1";"3.23949276"
"2010-10";"T1";"3.22387824"
"2010-11";"T1";"3.27715267"
"2010-12";"T1";"3.4383408"
"2011-01";"T1";"3.44176443"
"2011-02";"T1";"3.31548343"
"2011-03";"T1";"3.12070673"
"2011-04";"T1";"2.85567625"
"2011-05";"T1";"2.65294193"
"2011-06";"T1";"2.55333284"
"2011-07";"T1";"2.52608261"
"2011-08";"T1";"2.58361345"
"2011-09";"T1";"2.57567896"
"2011-10";"T1";"2.66436944"
"2011-11";"T1";"2.80156904"
"2011-12";"T1";"3.022555"
"2012-01";"T1";"3.10710475"
"2012-02";"T1";"3.0802015"
"2012-03";"T1";"2.9237787"
"2012-04";"T1";"2.84896779"
"2012-05";"T1";"2.74954377"
"2012-06";"T1";"2.65719833"
"2012-07";"T1";"2.69018545"
"2012-08";"T1";"2.77182048"
"2012-09";"T1";"2.78394198"
"2012-10";"T1";"2.90397717"
"2012-11";"T1";"3.05505634"
"2012-12";"T1";"3.29198068"
"2013-01";"T1";"3.4272834"
"2013-02";"T1";"3.37738633"
"2013-03";"T1";"3.2152729"
"2013-04";"T1";"3.14259019"
"2013-05";"T1";"3.03708229"
"2013-06";"T1";"2.92623075"
"2013-07";"T1";"2.97291239"
"2013-08";"T1";"3.00622337"
"2013-09";"T1";"3.03203938"
"2013-10";"T1";"3.08688683"
"2013-11";"T1";"3.21712351"
"2013-12";"T1";"3.45687003"
"2014-01";"T1";"3.41089488"
"2014-02";"T1";"3.32185018"
"2014-03";"T1";"3.17912495"
"2014-04";"T1";"3.05095489"
"2014-05";"T1";"2.90012862"
"2014-06";"T1";"2.81827248"
"2014-07";"T1";"2.82766435"
"2014-08";"T1";"2.85837709"
"2014-09";"T1";"2.89245043"
"2014-10";"T1";"2.94657607"
"2014-11";"T1";"3.03904814"
"2014-12";"T1";"3.27978708"
"2015-01";"T1";"3.3593954"
"2015-02";"T1";"3.33658339"
"2015-03";"T1";"3.22946714"
"2015-04";"T1";"3.14095658"
"2015-05";"T1";"3.03453025"
"2015-06";"T1";"2.96569364"
"2015-07";"T1";"2.97677694"
"2015-08";"T1";"3.0486403"
"2015-09";"T1";"3.07630403"
"2015-10";"T1";"3.14402785"
"2015-11";"T1";"3.29701292"
"2015-12";"T1";"3.53038525"
"2016-01";"T1";"3.64199714"
"2016-02";"T1";"3.59243389"
"2016-03";"T1";"3.45683046"
"2016-04";"T1";"3.32810401"
"2016-05";"T1";"3.22212279"
"2016-06";"T1";"3.09635647"
"2016-07";"T1";"3.10042925"
"2016-08";"T1";"3.17939216"
"2016-09";"T1";"3.17531938"
"2016-10";"T1";"3.2166258"
"2016-11";"T1";"3.3211604"
"2016-12";"T1";"3.54692133"
"2017-01";"T1";"3.5475076"
"2017-02";"T1";"3.44705679"
"2017-03";"T1";"3.28465736"
"2017-04";"T1";"3.15625202"
"2017-05";"T1";"3.01499105"
"2017-06";"T1";"2.8817972"
"2017-07";"T1";"2.88876426"
"2017-08";"T1";"2.92439766"
"2017-09";"T1";"2.87243588"
"2017-10";"T1";"2.90761632"
"2017-11";"T1";"2.96190764"
"2017-12";"T1";"3.16330536"
"2018-01";"T1";"3.21738099"
"2018-02";"T1";"3.10454908"
"2018-03";"T1";"2.81298937"
"2018-04";"T1";"2.58365868"
"2018-05";"T1";"2.35956947"
"2018-06";"T1";"2.29889347"
"2018-07";"T1";"2.28752615"
"2018-08";"T1";"2.32723625"
"2018-09";"T1";"2.29904446"
"2018-10";"T1";"2.31476888"
"2018-11";"T1";"2.38290805"
"2018-12";"T1";"2.5810703"
"2019-01";"T1";"2.67384224"
"2019-02";"T1";"2.57701516"
"2019-03";"T1";"2.42317897"
"2019-04";"T1";"2.31440219"
"2019-05";"T1";"2.1865361"
"2019-06";"T1";"2.09706457"
"2019-07";"T1";"2.10474344"
"2019-08";"T1";"2.14732233"
"2019-09";"T1";"2.13752962"
"2019-10";"T1";"2.19330927"
"2019-11";"T1";"2.29352282"
"2019-12";"T1";"2.52964804"
"2020-01";"T1";"2.61034087"
"2020-02";"T1";"2.54140361"
"2020-03";"T1";"2.92539019"
"2020-04";"T1";"3.30909636"
"2020-05";"T1";"3.36485444"
"2020-06";"T1";"3.24171213"
"2020-07";"T1";"3.21110451"
"2020-08";"T1";"3.25944255"
"2020-09";"T1";"3.20441785"
"2020-10";"T1";"3.21645383"
"2020-11";"T1";"3.30601187"
"2020-12";"T1";"3.52764215"
"2021-01";"T1";"3.66154781"
"2021-02";"T1";"3.62272207"
"2021-03";"T1";"3.40734706"
"2021-04";"T1";"3.26306629"
"2021-05";"T1";"3.08375607"
"2021-06";"T1";"2.84336003"
"2021-07";"T1";"2.76695959"
"2021-08";"T1";"2.72545919"
"2021-09";"T1";"2.59472429"
"2021-10";"T1";"2.51791403"
"2021-11";"T1";"2.50736637"
"2021-12";"T1";"2.62565547"
"2022-01";"T1";"2.63730319"
"2022-02";"T1";"2.54459595"
"2022-03";"T1";"2.36189926"
"2022-04";"T1";"2.25169887"
"2022-05";"T1";"2.1139322"
"2022-06";"T1";"2.01230773"
"2022-07";"T1";"1.98975081"
"2022-08";"T1";"1.9875321"
"2022-09";"T1";"1.94737774"
"2022-10";"T1";"1.94977047"
"2022-11";"T1";"1.98655325"
"2022-12";"T1";"2.10866949"
